,summaryID,candidate,gold,title,grammatical_correctness_1,arrangement_1,quality_1,conciseness_1,exhaustiveness_1,subjectiveScore_1,annotator_1,grammatical_correctness_2,arrangement_2,quality_2,conciseness_2,exhaustiveness_2,subjectiveScore_2,annotator_2,url
234,234,"An estimated 60 per cent of toilets built under Swachh Bharat Mission lying unused. A pilot project has been launched by behavioural intervention startup, Antyodaya Group at the New Delhi railway station. Posters and hoardings have been put up at the station appealing passengers to be like Gandhi, Ambedkar and Bhagat Singh by keeping the country clean.","With majority of toilets built under Swachh Bharat Abhiyan lying unused, posters depicting characters like Baahubali making their contribution towards cleanliness have been put up to push the campaign at Indian Railways. Railways, with the help of a startup, has also put up hoardings appealing passengers to become like Bhagat Singh, among other national icons by keeping the country clean.",Swachh Bharat campaign uses Baahubali in promotional posters,5,5,5,5,5,5,tarang2,5,4,5,3,3,3,khushali,http://indiatoday.intoday.in/story/swachch-bharat-baahubali-bhagat-singh-indian-railways/1/1010112.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
235,235,"Kashaba Dadasaheb Jadhav bagged India?s first individual Olympic bronze medal in 1952. The state had long promised to fund a wrestling academy in his village, Goleshwar (Karad sub-district) in Satara. In 2009, the then Maharashtra Sports Minister announced the government?s plans to set up an academy.","The family of late wrestler Khashaba Dadasaheb Jadhav, who bagged India's first Olympic bronze medal in 1952, has threatened to auction the medal to fund a wrestling academy. The wrestler's son said the Maharashtra government had planned an academy in 2009, but no action was taken. The family has also threatened a hunger strike if funds are not released.",Wrestler's son threatens to sell India's 1st Olympic bronze,5,5,5,4,3,3,tarang2,4,5,5,4,4,4,khushali,http://www.hindustantimes.com/other-sports/threat-to-auction-india-s-first-ever-individual-olympic-medal/story-3NRNXbfv9qgMRRF6J6JA3J.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
236,236,"The student, identified as Manuj Mehta, used to live with his parents on the third floor of the upscale society. He was in the third semester of his engineering course at Northcap University, formerly known as ITM University, in Sector 23A. Police said he did not leave behind any suicide note.",A 22-year-old engineering student allegedly committed suicide by jumping off the terrace of the 11-storey Uniworld City building in Gurugram on Friday evening. Police officials said they did not find a suicide note and added that his body was handed over to his family after post-mortem. Reports suggested that the victim suffered from depression.,Gurugram engineering student jumps to death from 11th floor,5,5,5,4,3,4,tarang2,5,5,3,4,4,3,khushali,http://www.hindustantimes.com/gurgaon/gurgaon-engineering-student-jumps-to-death-from-11th-floor-of-uniworld-city-building/story-GKR5GY4UK2xRFnRcadcaUN.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
237,237,"Fewer than one passenger in six now pays to check in luggage on Ryanair. A two-year-old is entitled, like adults, to bring a 10kg suitcase and a second small bag.","Passengers are making their toddlers drag suitcases onboard to avoid paying the fee for checked-in baggage, Ryanair Chief Financial Officer Neil Sorahan said. Irish airline Ryanair charges extra for checked-in baggage, and travellers reportedly avoid this fee by carrying extra cabin luggage. Sorahan said, ""I've seen two-year-olds wheeling a bag up to the plane as people try to take advantage.""",Flyers make toddlers drag luggage to avoid bag fee: Airline,5,4,4,4,3,3,tarang2,5,4,4,4,4,4,khushali,https://www.theguardian.com/business/2017/jul/24/travellers-are-taking-advantage-of-bag-rules-to-avoid-fees-says-ryanair?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
238,238,"National Archives of India has received 304 declassified records or files related to Subhas Chandra Bose. The records were received from four departments of the government. Prime Minister?s Office had sent over 58 files, the Ministry of External Affairs sent 200 such files.","The government has sent 304 declassified files related to Subhas Chandra Bose to the National Archives of India, Culture Minister Mahesh Sharma said during Lok Sabha's Monsoon Session. Out of these, 303 files have already been uploaded online for public viewing, he added. The government had earlier released 100 files related to Netaji in January 2016.",Govt released over 300 declassified files on Netaji ,5,4,5,4,3,4,tarang2,5,4,4,5,4,4,khushali,http://www.hindustantimes.com/india-news/govt-sent-304-declassified-files-on-subhash-chandra-bose-to-national-archives/story-H0LvXX6hGubBut5Vy8S1TL.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
239,239,Inspector general of police (Kashmir range) Muneer Khan told reporters that 20 people were arrested for the crime on June 23. The lynching was widely condemned across ideological leanings in the Valley and across the country.,"The Jammu and Kashmir Police on Monday said it had arrested 20 people accused in the lynching of DSP Mohammad Ayub Pandith outside a mosque over a month ago. The police added that one accused was killed in an encounter with security forces earlier this month. Reportedly, the police have also recovered an iron rod used to hit Pandith.",20 held for lynching Kashmir cop near mosque,4,4,5,3,3,3,tarang2,4,3,3,3,4,4,viranya,http://www.hindustantimes.com/india-news/kashmir-cop-lynched-20-held-for-beating-mohammad-ayub-pandith-iron-rod-used-to-kill-recovered/story-plqiClEROjoDk6z0kJ7CBO.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
240,240,"Mohinder Kaur, matriarch of the erstwhile Patiala royalty and mother of Punjab chief minister Capt Amarinder?Singh, passed away after prolonged illness. The cremation would be held at Shahi Samadhan, the royal crematorium, on Tuesday. She was the last anointed queen of the princely state ruled by the Phulkian dynasty.","Punjab Chief Minister Captain Amarinder Singh's mother Mohinder Kaur passed away aged 94 on Monday at her residence in Patiala after a prolonged illness. She was the last designated queen of the estate ruled by the Phulkian dynasty. Her last rites will be conducted on Tuesday morning, according to reports.",Punjab CM Amarinder Singh's mother passes away,5,5,5,5,4,5,tarang2,5,5,5,5,5,5,viranya,http://www.hindustantimes.com/punjab/patiala-royal-matriarch-mohinder-kaur-punjab-cm-amarinder-s-mother-passes-away/story-b8smmb3CMOQSPjnZ8VDscN.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
241,241,South Delhi Municipal Corporation wants to spruce up as many as 70 markets in south Delhi. The parking lot will be able to accommodate at least 180 cars. The estimated cost of the project is around Rs 13.5 crore.,"The South Delhi Municipal Corporation has proposed the construction of a six-storey multilevel parking which can hold at least 180 cars at Defence Colony market to solve the issue of insufficient parking space. The parking, which will reportedly cost around ?13.5 crore, was proposed as a part of the civic bodies' market development project focusing on 70 South Delhi markets.",Govt plans multilevel parking at Delhi's Defence Colony ,5,5,5,5,3,4,tarang2,4,4,5,4,4,5,viranya,http://www.hindustantimes.com/delhi-news/multilevel-parking-soon-at-defence-colony-market/story-qqqbVoz41CpSPfvkW6eFXO.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
242,242,"Rome water company ACEA warned that without the lake, drastic rationing loomed. Italian media said staggered water supply shutdowns could last as long as eight hours daily in alternating neighbourhoods and start as soon as Wednesday.","A prolonged drought in Italy may lead to water rationing as the country faces its driest spring in 60 years, reports said. Water supply shutdowns could last as long as eight hours daily as some parts of the country received rainfall totalling 80% below normal, officials said. The drought could reportedly lead to Rome's famed fountains being turned off. ",Italy may face water rationing due to prolonged drought,5,4,4,4,3,3,tarang2,4,3,3,3,4,3,viranya,https://www.theguardian.com/world/2017/jul/24/rome-water-rationing-italy-suffers-driest-spring-60-years-fountain?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
243,243,Microsoft Paint has been added to the 'features that are removed or deprecated' list in the Windows 10 Fall Creators Update. The app was first released with the first version of Windows 1.0 in 1985. Microsoft has not yet confirmed when Paint will be removed.,"Microsoft has announced its long-standing basic graphics editing program 'MS Paint' will no longer be available with the next Windows 10 update called the Autumn Creators Update. The program was first released with the very first version of Windows 1.0 in 1985. MS Paint's removal is a part of Microsoft's plan to shut programs that are ""not in active development.""",Microsoft to shut down MS Paint 32 years after its launch,5,5,5,5,4,4,tarang2,5,5,4,5,5,4,viranya,https://www.theguardian.com/technology/2017/jul/24/microsoft-paint-kill-off-after-32-years-graphics-editing-program?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
244,244,"At least 28 people, including 8 cops, were killed and over 57 injured. The incident was reported near the residence-cum-office of Punjab Chief Minister Shahbaz Sharif on the main Ferozpur road, near Arfa Karim tower in Lahore.",At least 20 people were killed and 30 others were injured on Monday in a suicide bomb blast in Lahore near the office of Pakistan PM Nawaz Sharif's brother and Punjab CM Shehbaz. The attack reportedly targeted police personnel deployed at the site and buildings near the blast site were evacuated. No group has claimed responsibility for the blast yet.,20 killed in suicide blast near office of Pak PM's brother,5,3,4,4,3,3,tarang2,4,3,3,3,3,3,viranya,http://indiatoday.intoday.in/story/explosion-lahore-arfa-karim-tower/1/1009588.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
245,245,The state commission also imposed a cost of Rs one lakh on the bank for filing a ?frivolous? appeal before it. Rahimunnisa Shahana's bag containing a new ATM card and an envelop having the pin number were stolen before she could even use it.,"Delhi state consumer panel has directed SBI to refund ?1.29 lakh to a customer for not taking effective steps to block her stolen ATM card in 2006. It also imposed cost of ?1 lakh on SBI for filing a ""frivolous"" appeal. It's a case of deficient service as the complainant hasn't received a single penny in 11 years, it noted.",SBI asked to refund ?1.29 lakh to woman over stolen ATM card,5,3,5,4,3,3,tarang2,5,4,3,3,3,3,viranya,http://www.hindustantimes.com/business-news/consumer-panel-imposes-rs-1-lakh-fine-on-sbi-for-frivolous-appeal/story-7XLI3ztPH1aHOsiCadOOzJ.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
246,246,The Noida authority has decided to names all lanes in villages for easy identification of different pockets in each village. Officials said that the move is aimed at improving civic amenities in villages.,"The Noida authority has reportedly decided to name all lanes in villages under its jurisdiction for identification purposes and for improving civic facilities. The lanes of Jhundpura village will be reportedly named first. Officials said that villages cannot be ignored because ""all areas are interconnected"" and poor civic amenities in villages affect urban areas too.",Noida authority to start naming village lanes,5,5,5,5,4,4,tarang2,5,5,5,5,5,5,viranya,http://www.hindustantimes.com/noida/noida-authority-to-name-village-lanes-improve-services/story-e02AkoqMJyaWbR7ttz594J.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
247,247,Chennai Police transferred the case of money laundering against Lalit Modi to Mumbai Police. Mumbai Police has returned the case to Chennai Police saying that the 'FIR was filed in Chennai',"Mumbai police has reportedly refused to probe the money laundering case against former IPL commissioner Lalit Modi, and returned it to Chennai police saying that 'FIR was filed in Chennai'. Seven years after the FIR, Chennai police in June transferred the case to Mumbai saying that as Mumbai police has territorial jurisdiction, it can conduct speedy investigation of the case.",Mumbai police not to probe Lalit Modi money laundering case,5,4,5,5,4,4,tarang2,5,3,3,3,4,4,viranya,http://indiatoday.intoday.in/story/lalit-modi-ipl-commissioner-money-laundering-mumbai-police-cbi/1/1009242.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
248,248,Rishi Kapoor said that Anurag Basu fails to complete films on time. The actor also slammed music composer Pritam. Jagga Jasoos has so far made Rs 45 crore.,"Rishi Kapoor slammed director Anurag Basu for delaying 'Jagga Jasoos', and said the film was in post-production even two days before release. ""You may be...biggest director in the world but nobody would like to work with you...you're irresponsible,"" added Rishi. He further said that in the entire process, he and Ranbir, who's the film's co-producer, are getting a bad name. nn",Rishi slams Jagga Jasoos director Anurag for delaying film,5,3,5,2,3,3,tarang2,5,5,3,4,4,4,viranya,http://www.hindustantimes.com/bollywood/rishi-kapoor-slams-anurag-basu-for-jagga-jasoos-failure-who-the-hell-do-you-think-you-are/story-JO9l9Y41t1wQz3xJCck9wI.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
249,249,"The Swaminathan commission has suggested 50% minimum support price (MSP) to be given to farmers for crops. The decision was taken in a meeting of the steering committee, apex body of the all the farmers organisations.",Farmers' organisations in Maharashtra will reportedly hold 'rasta roko' (blockade) on August 14 to restart their protests to demand farm loan waiver. This comes after the farmers' groups held a march in Pune to spread awareness about the alleged injustices to farmers. They also demanded that farmers be paid 50% minimum support price apart from input costs.,Maha farmers to hold 'rasta roko' on Aug 14 for loan waiver,5,3,5,3,2,3,tarang2,4,4,4,4,3,4,viranya,http://www.hindustantimes.com/mumbai-news/maharashtra-farmers-to-hold-rasta-roko-on-august-14-for-blanket-loan-waiver/story-nOecb6H2nAnTeZWJW17yYP.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
250,250,"The sheep, which belonged to a farmer in Couflens, south-west France, are thought to have taken fright when the bear appeared in the area. 209 others in the flock panicked and hurled themselves off a 200 metre-high cliff.","Over 200 sheep plunged to their deaths from a 200 metre-high cliff on the France-Spain border, while reportedly trying to escape a brown bear. The bodies of 169 sheep were found in Spanish village Lladorre, while the rest were found in France. The flock of sheep, belonging to a French farmer, had panicked after the bear attacked one of them.",Bear chases 200 sheep over cliff edge to their deaths,5,4,4,5,4,4,tarang2,5,4,4,3,4,4,viranya,https://www.theguardian.com/world/2017/jul/23/bear-chases-200-sheep-over-cliff-edge-france-spain?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
251,251,"The Maharashtra government on Sunday approved bank guarantees and loan-related sanctions for four projects. The cabinet also allowed the use of a plot reserved for playground to build an underground station for Metro 3. The decisions were cleared in the cabinet meeting held on Sunday, on the eve of the monsoon session.","Maharashtra government on Sunday approved bank guarantees and loan-related sanctions for four Mumbai Metro projects. They approved bank guarantee for Metro 4 and issued Debt Sustainability Certificate (DSC) for Metro 2A, Metro 2B and Metro 7 projects. This will help formalise the loan agreements with Asian Development Bank and Asian Infrastructure Investment Bank which are funding the projects.",Maharashtra approves bank guarantees for 4 Metro projects,5,4,5,3,3,3,tarang2,5,5,5,5,5,5,viranya,http://www.hindustantimes.com/mumbai-news/maharashtra-approves-bank-guarantees-loan-sanctions-for-four-metro-projects/story-xvgsWOOTF4U0M1ot4KTOUO.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
252,252,The eight-lane Hero Honda Chowk flyover will open to traffic on Monday. Chief minister Manohar Lal Khattar will inaugurate the flyover. Traffic on the Delhi-Gurgaon Expressway has been a major challenge for the Gurgaon administration.,"The eight-lane Hero Honda Chowk flyover of Gurugram was opened to traffic on Monday. The flyover is expected to smoothen the traffic movement for commuters, including those travelling between Jaipur and Delhi via Gurugram and Manesar. The construction of the 1.4 km flyover started in 2014 as part of a three-layered crossing involving the flyover, underpass, and surface road.",Hero Honda Chowk flyover opens in Gurugram,5,3,4,4,3,3,tarang2,4,5,5,5,5,5,viranya,http://www.hindustantimes.com/gurgaon/gurgaon-much-awaited-hero-honda-chowk-flyover-to-open-on-monday/story-Y35vQtYOmFijaYRz9yZbtL.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
253,253,"IAF received a request for immediate evacuation of two pregnant women in critical condition, 'about to deliver' The message with the location details was received at 4:30pm and the Chetak got airborne from Jamnagar. The aircraft landed at Jasdan helipad where they were handed over to the medical team already waiting for the aircraft on ground.","The Indian Air Force on Sunday rescued a pregnant woman, newborn twins and their mother from a flooded village in Gujarat. The village was inaccessible through roads due to heavy rainfall and floods. An official said a Chetak helicopter reached the location within 45 minutes of receiving the evacuation request and flew them to a medical team waiting for them.",IAF rescues pregnant woman from flooded Gujarat village,5,5,5,5,4,5,tarang2,5,5,5,5,5,5,viranya,http://indiatoday.intoday.in/story/iaf-indian-air-force-gandhinagar-nana-matra-chetak/1/1009155.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
254,254,Reliance Jio has submitted a proposal in this regard to the human resource development (HRD) ministry. The proposal is being examined by the ministry and a final decision is yet to be taken.,"Reliance Jio has reportedly submitted a proposal to the Ministry of Human Resource to provide free WiFi in around 38,000 colleges across the country. The facility will reportedly benefit 3 crore students, who will be able to access the government's National Knowledge Network. A tender will be floated to give other companies a fair chance, according to a government source.",Jio looking to provide free WiFi in colleges: Report,4,4,5,5,3,4,tarang2,5,4,4,3,4,4,viranya,http://www.hindustantimes.com/india-news/reliance-jio-wants-to-give-free-wi-fi-to-college-students-3-cr-may-get-benefit/story-5HOa7bT5W6FvQdbkae1rIP.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
255,255,"Suresh Kumar Nagaraja from Chennai was arrested early on Saturday. He was to take a flight to Kuala Lumpur. Nagarajan is a carrier, who stayed in a hotel in Dongri.","A 32-year-old man from Chennai who was carrying 2 kg of the drug methaqualone was arrested at Mumbai Airport on Saturday. The Air Intelligence Unit said the accused, set to travel to Malaysia, may have been working for a syndicate. The drugs, worth ?2 crore, were found in his bag and were hidden in a cavity made of cardboard.",Man carrying drugs worth ?2 crore arrested at Mumbai Airport,4,2,4,3,1,2,tarang2,5,4,4,4,4,4,viranya,http://www.hindustantimes.com/mumbai-news/mumbai-cops-arrest-chennai-man-with-drugs-worth-rs2-crore-suspect-his-links-to-syndicate/story-IR2MnM3Eh1Up2FGxRHyhBI.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
256,256,"China has opened a modern cinema theatre on Yongxing Island in the disputed South China Sea. The theatre is equipped with advanced projection equipment, including the latest 4K digital projectors as well as a 3D perforated screen.","China opened a cinema hall on Yongxing Island in the disputed South China Sea on Saturday, not far from where an American warship sailed earlier this month. Over 200 residents and soldiers attended an inaugural screening of the Chinese movie 'The Eternity of Jiao Yulu'. Several countries, including the Philippines and Malaysia, have territorial claims over the South China Sea.",China opens cinema hall on disputed South China Sea island,5,5,5,4,3,4,tarang2,5,5,4,4,4,4,viranya,http://indiatoday.intoday.in/story/south-china-sea-cinema-theatre-yongxing-island-sansha-yinlong-cinema/1/1008928.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
257,257,The New York Times says it has asked the White House to clarify the tweet. US media suggest that Trump may have been referring to a Fox News report about comments made by a top general on Friday.,"US President Donald Trump has attacked The New York Times in a tweet, alleging that one of its reports led to the failure of a US bid to capture ISIS leader Abu Bakr al-Baghdadi. However, US media suggested Trump was referring to a Fox News report which allegedly leaked information about US efforts to capture Baghdadi.",Trump blames NYT for foiling bid to capture ISIS leader,5,3,4,4,3,3,tarang2,5,4,5,4,4,5,viranya,http://www.hindustantimes.com/world-news/donald-trump-slams-new-york-times-for-foiling-bid-to-capture-islamic-state-chief-baghdadi/story-9HzVcWVU9gGWYS7D7pkdUM.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
258,258,"The ban on sale of flavoured areca nut has been revoked by the state government. A single-member committee will be formed to look into the ban. Meanwhile, the ban on gutka, in force since 2013, will continue.","The Maharashtra government has lifted the ban on the sale of paan masala until a single-member committee decides on the matter. Public health experts urged the government to reconsider its decision adding that paan masala is harmful to health and permitting its sale was shocking. Notably, Maharashtra had banned paan masala in 2014.",Maharashtra lifts ban on paan masala,5,4,4,4,4,4,tarang2,5,5,5,5,5,5,viranya,http://www.hindustantimes.com/mumbai-news/maharashtra-revokes-ban-on-pan-masala-until-panel-s-decision/story-EHMARkb4Ydu0fthtN7OnZP.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
259,259,"NDMC is conducting weekly drives at big gardens, at the side of wide roads, local parks and government offices and quarters. The council maintains 1,450-acre green area, seven major parks in its area like Central Park.","Over four lakh saplings have been planted by the New Delhi Municipal Council (NDMC) as a part of its green drive which began earlier this month. The NDMC aims to plant a total of 10 lakh indigenous trees such as babul, ber, amaltas, and peepal this monsoon. Central Delhi's resident welfare associations and market associations joined the drive this week.",4 lakh saplings planted in Delhi civic body's green drive ,5,4,4,4,3,4,tarang2,5,5,5,5,5,5,viranya,http://www.hindustantimes.com/delhi-news/week-2-of-ndmc-green-drive-four-lakh-saplings-planted/story-ozLpPbta2pHYwkhSXgK8RO.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
260,260,"Silence zones are areas within a 100m radius of hospitals, courts, educational or religious institutions. Noise levels must not exceed 45 decibels (dB) and 40dB during the day and night. There are 1,537 silence zones in the city.","Ganesh mandals across Mumbai have been demanding that noise norms in Silent Zones of the city should be relaxed for Ganeshotsav. Silent Zones are areas within 100 metres of hospitals, courts, educational or religious institutions where noise levels must not exceed 45 decibels. Notably, the state government has also asked for relaxation of Silence Zones norms ahead of the festival.",Ganesh mandals in Mumbai oppose Silence Zones,4,3,5,3,4,3,tarang2,5,4,4,4,4,4,viranya,http://www.hindustantimes.com/mumbai-news/ganesh-mandals-in-mumbai-want-silence-zones-gone/story-s9nTwuiFL2qFUdk7utEVkO.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
261,261,"Residents of Mahugan Moderne housing complex had decided not to allow the domestic helps who had stormed the society and taken part in the protest on July 12. On July 16, residents had decided that around 60 helps caught on camera supporting the mob would be banned. Many have now hired those who took part, after giving an undertaking, in writing, that they would take the responsibility of the domestic help in case of any problem.","After banning maids from entering the society following protests over an allegedly missing maid, Noida's Mahagun Moderne Society has reportedly allowed them to resume work. It was earlier decided that maids who participated in the protest will not be allowed to resume work, but many maids were reportedly hired again after the residents took responsibility for them.",Noida housing society allows banned maids to resume work,5,5,5,5,5,5,tarang2,5,5,5,5,5,5,viranya,http://www.hindustantimes.com/noida/noida-mahagun-residents-allow-banned-helps-to-resume-work/story-YDBf1hfXXmyQoyouBgLLoL.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
262,262,"Police said the girl was impregnated by the 51-year-old neighbour, who raped her eight times in as many months. The girl?s parents or her teachers and classmates were unaware of her 26-week pregnancy. The man, identified as Abdul Gaffar, allegedly admitted to his crime.","A 16-year-old Class 10 student on Thursday gave birth to a premature baby girl in her school's washroom in Delhi's Mukherjee Nagar. Neither the girl's parents nor her teachers and classmates were aware of her 26-week pregnancy, reports said. Police said the girl was impregnated by her 51-year-old neighbour, who raped her eight times in as many months.",16-yr-old rape victim gives birth to baby in Delhi school,5,3,4,3,3,3,tarang2,5,5,3,4,4,4,viranya,http://www.hindustantimes.com/delhi-news/delhi-schoolgirl-delivers-baby-girl-in-school-was-raped-by-neighbour-for-eight-months/story-O4knIwLCdaKOBz2ltvVkpM.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
263,263,"Vihaan Nilesh Garuda, the son of a Sanjay Gandhi National Park (SGNP) staffer, suffered injuries on his neck. He was rushed to the Hindu Hruday Samrat Balasaheb Thackeray Trauma Care Municipal Hospital at Jogeshwari.","A two-year-old boy was attacked and killed by a leopard while he was out for a walk with his family on Saturday in Mumbai. The boy was grabbed and taken away by the leopard while the elders were walking ahead, officials said. He was brought to a hospital where doctors declared him dead and said he died of blood loss.",Leopard kills 2-year-old boy on walk with family in Mumbai,5,5,5,5,4,4,tarang2,5,5,4,4,3,4,viranya,http://www.hindustantimes.com/mumbai-news/leopard-kills-2-year-old-boy-on-walk-with-family-at-mumbai-s-aarey/story-wvlr6DtK2YdgbRpOPyDbcO.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
264,264,National Democratic Alliance (NDA) vice-presidential nominee M Venkaiah Naidu asked Islamabad on Sunday to recall the 1971 war. He said aiding and abetting terror will not help them.,"NDA Vice Presidential nominee Venkaiah Naidu on Sunday said that Pakistan should ""recall what happened in 1971,"" and focus on their own country and maintain peace there. ""Pakistan is mixing terrorism with religion. It has unfortunately become Pakistan's state policy,"" he added. India had won the 13-day war against Pakistan in 1971, which resulted in the liberation of Bangladesh. ",Recall what happened in 1971: Venkaiah Naidu to Pakistan,4,3,5,4,3,3,tarang2,5,4,4,3,4,4,viranya,http://www.hindustantimes.com/india-news/venkaiah-naidu-asks-pakistan-to-recall-1971-war-says-terrorism-will-not-help-them/story-iqo29EhfJ94w71Qkz9tM3M.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
265,265,Taapsee Pannu will be seen alongside superstar Salman Khan in a song in Judwaa 2. She says it is important to work with top actors as they have higher market value. The actor said she met Salman for the first time while shooting.,"Actress Taapsee Pannu has said that it was intimidating to meet big stars like actors Amitabh Bachchan and Salman Khan at social events for the first time. She added, ""We have grown up watching Salman so we have this wow image about him."" Notably, Taapsee and Amitabh were seen together in the 2016 courtroom drama 'Pink'. ","Was intimidating to meet stars like Big B, Salman: Taapsee",5,3,4,3,2,2,tarang2,4,4,3,4,4,4,viranya,http://www.hindustantimes.com/bollywood/essential-to-work-with-actors-having-higher-market-value-taapsee-pannu/story-y0vfWJwPZDYaula6kDKrfI.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
266,266,"The Maharashtra government is planning to get the nine airports working under the Centre?s regional connectivity scheme. The state has tied up with aircraft carriers for airports at Nanded, Solapur, Kolhapur and Jalgaon. It is also planning to connect Nashik, Ratnagiri, Sindhudurg, Gondia and Amravati under the scheme.","The Maharashtra government is reportedly planning to start operations at 9 city airports under the Centre?s Regional Connectivity Scheme, to make travel to smaller cities easier. Connectivity will be provided to Nanded, Solapur, Kolhapur, Jalgaon, Nashik, Ratnagiri, Sindhudurg, Gondia, and Amravati. Incentives like free security will be made available to the airports to make them viable.",Maharashtra to launch airports in 9 small cities in a year,5,5,5,5,4,5,tarang2,5,5,5,5,5,5,viranya,http://www.hindustantimes.com/mumbai-news/maharashtra-to-launch-airports-in-nine-small-cities-in-a-year/story-2QIHT5jJT4oBsFFshP3ULP.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
267,267,"The police arrested three persons after a shoot-out with a gang of five alleged criminals in Sigma-1 area of Greater Noida on Saturday morning. One of the accused got injured and two managed to flee. The police recovered Rs4.20 lakh, two countrymade pistols, four live cartridges, one knife and two bikes from the accused.","The police on Saturday arrested three persons from a gang of five alleged criminals in Greater Noida, after a shootout in which one of them was injured and two managed to flee. The police had acted on a tip-off and discovered later that the gang from Bulandshahr, was involved in a robbery in Noida's Kasna this month.",3 robbers held after shootout with police in Greater Noida ,5,4,5,4,4,4,tarang2,3,4,3,4,4,4,viranya,http://www.hindustantimes.com/noida/three-robbers-held-after-shoot-out-in-greater-noida/story-2eLUt7BByHKVCeW3pql3iO.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
268,268,"The Bombay high court has asked the Maharashtra government to come up with a fresh, comprehensive policy to regulate adventure sports in the state. The bench was hearing a public interest litigation highlighting inadequacies in a government resolution (GR), notified by the state in 2014. The HC is likely to hear the matter again in eight weeks.",The Bombay High Court has directed the Maharashtra government to frame a comprehensive policy to regulate adventure sports in the state within three months. This came after petitioners claimed that the existing government resolution regulating adventure sports across Maharashtra was not being implemented effectively and that several provisions of the resolution were 'impractical'.,HC asks Maha govt to frame policy for safer adventure sports,5,3,5,3,3,3,tarang2,5,5,5,5,5,5,viranya,http://www.hindustantimes.com/mumbai-news/frame-policy-for-safer-adventure-sports-bombay-hc-to-maharashtra-govt/story-2o8dmYYsUrhAm4kH6kxmvJ.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
269,269,The proposed West Coast Refinery and Petrochemical project seems to have run into trouble. Farmers in Ratnagiri and Sindhudurg have asked the state government to hike the land acquisition rate to Rs1crore a hectare ? at par with the Mubmbai-Nagpur super communication highway.,Farmers in Ratnagiri and Sindhudurg have asked the Maharashtra government to hike land acquisition rate for the West Coast Refinery and Petrochemical project to ?1 crore per hectare. The farmers reportedly justified their demand by quoting the ?1 crore acquisition rate in Mumbai-Goa highway project and ?52 lakh to ?5.2 crore per hectare rate in Mumbai-Nagpur expressway project.,Maha farmers demand ?1 cr per hectare for refinery project,4,4,4,5,3,4,tarang2,5,4,4,3,4,4,viranya,http://www.hindustantimes.com/mumbai-news/west-coast-refinery-project-ratnagiri-sindhudurg-farmers-demand-rs1-crore-a-hectare/story-tdMyST1VwYcvzeh9DBBUeJ.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
